Word,IPA,Syllables
vuur,vˈyr,vyr
agent,aːɣˈɛnt,aː - ɣɛnt
daar,dˈaːr,daːr
toerist,tˈurˌɪst,tu - rɪst
gered,ɣərˈɛt,ɣə - rɛt
kopers,kˈoːpərs,koː - pərs
nieuwe,nˈiwə,niw - ə
liep,lˈip,lip
makelaars,mˈaːkəlˌaːrs,maː - kə - laːrs
eigenaar,ˈɛɪɣənˌaːr,ɛ - ɪ - ɣə - naːr
gehaaid,ɣəhˈaːjt,ɣəh - aːjt
gemaakt,ɣəmˈaːkt,ɣə - maːkt
gerst,ɣˈɛrst,ɣɛrst
lekker,lˈɛkər,lɛ - kər
biertje,bˈirtʲə,birtʲ - ə
eerste,ˈɪːrstə,ɪːr - stə
knipoogde,knˈipoːɣdə,kni - poːɣ - də
ontving,ɔntvˈɪŋ,ɔnt - vɪŋ
verse,vərsˈeː,vər - seː
jam,jˈɑm,jɑm
bramen,brˈaːmən,braː - mən
heerlijke,hˈɪːrləkə,hɪːr - lə - kə
maakt,mˈaːkt,maːkt
verhuizen,vərhˈœyzən,vərh - œy - zən
jonge,jˈɔŋə,jɔŋ - ə
dief,dˈif,dif
gestolen,ɣəstˈoːlən,ɣə - stoː - lən
vluchtte,vlˈɵxtə,vlɵx - tə
telefoon,tˌeːləfˈoːn,teː - lə - foːn
verkoper,vərkˈoːpər,vər - koː - pər
paspoort,pˈɑspɔːrt,pɑ - spɔːrt
verdiende,vərdˈində,vər - din - də
moderne,mˈoːdɛrnə,moː - dɛr - nə
aanprees,ˈaːnprˌeːs,aːn - preːs
orthopeed,ˌɔrtoːpˈeːt,ɔr - toː - peːt
behandelt,bəhˈɑndəlt,bəh - ɑn - dəlt
blessure,blɛsˈyrə,blɛ - sy - rə
benul,bənˈɵl,bə - nɵl
geeft,ɣˈeːft,ɣeːft
weinig,ʋˈɛɪnəx,ʋɛ - ɪ - nəx
secretaresse,sˈɛkrətˌaːrɛsə,sɛ - krə - taː - rɛ - sə
advocaat,ˌɑdvoːkˈaːt,ɑd - voː - kaːt
mannelijke,mˈɑnələkə,mɑ - nə - lə - kə
beambte,bəˈɑmbtə,bə - ɑmb - tə
wijze,ʋˈɛɪzə,ʋɛ - ɪ - zə
brief,brˈif,brif
oude,ˈʌʊdə,ʌʊ - də
dromen,drˈoːmən,droː - mən
ieders,ˈidərs,i - dərs
komt,kˈɔmt,kɔmt
aardige,ˈaːrdəɣə,aːr - də - ɣə
uitlegt,ˈœytlˌɛxt,œyt - lɛxt
docent,doːsˈɛnt,doː - sɛnt
zijden,zˈɛɪdən,zɛ - ɪ - dən
groene,ɣrˈunə,ɣru - nə
onderwijst,ˈɔndərʋˌɛɪst,ɔn - dər - ʋɛ - ɪst
pyjama,pijˈaːmaː,pi - jaː - maː
mag,mˈɑx,mɑx
kast,kˈɑst,kɑst
ligt,lˈɪxt,lɪxt
nichtje,nˈɪxtʲə,nɪxtʲ - ə
je,jˈə,jə
lenen,lˈeːnən,leː - nən
dit,dˈɪt,dɪt
mooie,mˈoːjə,moː - jə
jaloers,jaːlˈurs,jaː - lurs
alleen,ɑlˈeːn,ɑ - leːn
wilde,ʋˈɪldə,ʋɪl - də
potlood,pɔtlˈoːt,pɔt - loːt
ook,ˈoːk,oːk
echte,ˈɛxtə,ɛx - tə
pitbulls,pˈɪtbɵls,pɪt - bɵls
honden,hˈɔndən,hɔn - dən
taaie,tˈaːjə,taː - jə
mogen,mˈoːɣən,moː - ɣən
plekje,plˈɛkjə,plɛk - jə
rij,rˈɛɪ,rɛ - ɪ
hondje,hˈɔntjə,hɔnt - jə
dikke,dˈɪkə,dɪ - kə
doorzet,dˈɔːrzɛt,dɔːr - zɛt
duiven,dˈœyvən,dœy - vən
opjaagt,ˈɔpjaːxt,ɔp - jaːxt
door,dˈoːr,doːr
wild,ʋˈɪlt,ʋɪlt
heel,hˈeːl,heːl
scherpe,sxˈɛrpə,sxɛr - pə
bochten,bˈɔxtən,bɔx - tən
griekenland,ɣrˈikənlˌɑnt,ɣri - kən - lɑnt
voorkomen,vˈɔːrkˌoːmən,vɔːr - koː - mən
ongelukken,ˈɔnɣəlˌɵkən,ɔn - ɣə - lɵ - kən
vrouw,vrˈʌʊ,vrʌʊ
tekeningen,tˈeːkənˌɪŋən,teː - kə - nɪŋ - ən
gebeuren,ɣəbˈøːrən,ɣə - bøː - rən
vanaf,vɑnˈɑf,vɑ - nɑf
prachtige,prˈɑxtəɣə,prɑx - tə - ɣə
kunstacademie,kˌɵnstaːkˌaːdəmˈi,kɵn - staː - kaː - də - mi
dinsdag,dˈɪnzdɑx,dɪnz - dɑx
verbaasd,vərbˈaːst,vər - baːst
moeder,mˈudər,mu - dər
biscuitjes,bˈɪskœytʲəs,bɪ - skœytʲ - əs
sonja,sˈɔɲaː,sɔɲ - aː
prullenbak,prˈɵlənbˌɑk,prɵ - lən - bɑk
peetoom,peːtˈoːm,peː - toːm
overige,ˈoːvərəɣə,oː - və - rə - ɣə
gooide,ɣˈoːjdə,ɣoːj - də
snelste,snˈɛlstə,snɛl - stə
naakte,nˈaːktə,naːk - tə
politieagent,poːlˈitsiaːɣˌɛnt,poː - lit - si - aː - ɣɛnt
gearresteerd,ɣəˌɑɾrɛstˈɪrt,ɣə - ɑɾ - rɛ - stɪrt
ballerina,bˌɑlɪːrˈinaː,bɑ - lɪː - ri - naː
vermoeide,vərmˈujdə,vər - muj - də
extra,ˈɛkstraː,ɛk - straː
reporter,rˈeːpɔrtər,reː - pɔr - tər
kansloos,kˈɑnsloːs,kɑn - sloːs
vraagt,vrˈaːxt,vraːxt
wachtende,ʋˈɑxtəndə,ʋɑx - tən - də
beroemdheid,bərˈumdhɛɪt,bə - rumdh - ɛ - ɪt
wegstuurt,ʋˈɛxstˌyrt,ʋɛx - styrt
woord,ʋˈɔːrt,ʋɔːrt
zonnige,zˈɔnəɣə,zɔ - nə - ɣə
staan,stˈaːn,staːn
clown,klˈɔwn,klɔwn
terras,tˈɛɾrɑs,tɛɾ - rɑs
auto,ˈʌʊtoː,ʌʊ - toː
passende,pˈɑsəndə,pɑ - sən - də
wraak,vrˈaːk,vraːk
trekhaak,trɛkhˈaːk,trɛkh - aːk
propellor,prˈoːpɛlˌɔr,proː - pɛ - lɔr
rood,rˈoːt,roːt
mechanicus,mɛxˈaːnikˌɵs,mɛx - aː - ni - kɵs
besteld,bəstˈɛlt,bə - stɛlt
pukkels,pˈɵkəls,pɵ - kəls
juf,jˈɵf,jɵf
ontstoken,ɔntstˈoːkən,ɔnt - stoː - kən
gammele,ɣˈɑmələ,ɣɑ - mə - lə
last,lˈɑst,lɑst
verzorgt,vərzˈɔrxt,vər - zɔrxt
berispte,bərˈɪsptə,bə - rɪsp - tə
jongetje,jˈɔŋɛtʲə,jɔŋ - ɛtʲ - ə
drukknop,drˈɵknɔp,drɵk - nɔp
overvaller,ˌoːvərvˈɑlər,oː - vər - vɑ - lər
indrukte,ˈɪndrˌɵktə,ɪn - drɵk - tə
stal,stˈɑl,stɑl
verbaasde,vərbˈaːzdə,vər - baːz - də
alle,ˈɑlə,ɑ - lə
kostbaarheden,kˈɔstbaːrhˌeːdən,kɔst - baːrh - eː - dən
belegde,bəlˈɛɣdə,bə - lɛɣ - də
bolletje,bˈɔlɛtʲə,bɔ - lɛtʲ - ə
vers,vˈɛrs,vɛrs
margriet,mɑrɣrˈit,mɑr - ɣrit
aanrecht,ˈaːnrˌɛxt,aːn - rɛxt
dan,dˈɑn,dɑn
zij,zˈɛɪ,zɛ - ɪ
schreeuw,sxrˈeʊ,sxreʊ
periode,pˌɪːriˈoːdə,pɪː - ri - oː - də
vakantie,vaːkˈɑntsi,vaː - kɑnt - si
barbaar,bˈɑrbaːr,bɑr - baːr
zat,zˈɑt,zɑt
groente,ɣrˈuntə,ɣrun - tə
protest,prˈoːtɛst,proː - tɛst
vroege,vrˈuɣə,vru - ɣə
uitbracht,ˈœytbrˌɑxt,œyt - brɑxt
collega,kɔlˈeːɣaː,kɔ - leː - ɣaː
dienst,dˈinst,dinst
ingedeeld,ˈɪnɣədˌeːlt,ɪn - ɣə - deːlt
plantje,plˈɑntʲə,plɑntʲ - ə
hap,hˈɑp,hɑp
nodig,nˈoːdəx,noː - dəx
venster,vˈɛnstər,vɛn - stər
water,ʋˈaːtər,ʋaː - tər
zeldzame,zˈɛldzaːmə,zɛld - zaː - mə
luxueuze,lˈɵksyˌøːzə,lɵk - sy - øː - zə
banket,bɑŋkˈɛt,bɑŋ - kɛt
net,nˈɛt,nɛt
gebracht,ɣəbrˈɑxt,ɣə - brɑxt
tor,tˈɔr,tɔr
oom,ˈoːm,oːm
onzekere,ɔnzˈeːkərə,ɔn - zeː - kə - rə
henk,hˈɛŋk,hɛŋk
verdachte,vərdˈɑxtə,vər - dɑx - tə
lachen,lˈɑxən,lɑx - ən
opende,ˈoːpəndə,oː - pən - də
blondine,blɔndˈinə,blɔn - di - nə
uitnodigde,ˈœytnˌoːdɪɣdə,œyt - noː - dɪɣ - də
pakketje,pˈɑkɛtʲə,pɑ - kɛtʲ - ə
ondanks,ɔndˈɑŋks,ɔn - dɑŋks
zware,zʋˈaːrə,zʋaː - rə
gewoon,ɣəʋˈoːn,ɣə - ʋoːn
tegenslag,tˈeːɣənslˌɑx,teː - ɣən - slɑx
iedereen,ˌidɪːrˈeːn,i - dɪː - reːn
ervaart,ɛrvˈaːrt,ɛr - vaːrt
meeste,mˈeːstə,meː - stə
gaan,ɣˈaːn,ɣaːn
onstuimige,ɔnstˈœyməɣə,ɔn - stœy - mə - ɣə
mannen,mˈɑnən,mɑ - nən
valt,vˈɑlt,vɑlt
doorgaans,dɔːrɣˈaːns,dɔːr - ɣaːns
tieners,tˈinərs,ti - nərs
strakke,strˈɑkə,strɑ - kə
doen,dˈun,dun
hoofd,hˈoːft,hoːft
bandana,bɑndˈaːnaː,bɑn - daː - naː
brunette,brynˈɛtə,bry - nɛ - tə
stoer,stˈur,stur
partijdig,pɑrtˈɛɪdəx,pɑr - tɛ - ɪ - dəx
zangeres,zˌɑŋərˈɛs,zɑŋ - ə - rɛs
beoordeelt,bəˈɔːrdeːlt,bə - ɔːr - deːlt
gevatte,ɣəvˈɑtə,ɣə - vɑ - tə
bloemist,blumˈɪst,blu - mɪst
toch,tˈɔx,tɔx
geschikte,ɣəsxˈɪktə,ɣə - sxɪk - tə
sollicitant,sˌɔlisitˈɑnt,sɔ - li - si - tɑnt
loopt,lˈoːpt,loːpt
poema,pˈumaː,pu - maː
uitnodigt,ˈœytnˌoːdɪxt,œyt - noː - dɪxt
veluwe,vˈeːlywə,veː - lyw - ə
gevaarlijk,ɣəvˈaːrlək,ɣə - vaːr - lək
tamme,tˈɑmə,tɑ - mə
aaien,ˈaːjən,aː - jən
vera,vərˈaː,və - raː
liet,lˈit,lit
puppy,pˈɵpi,pɵ - pi
pagina,paːɣˈinaː,paː - ɣi - naː
schrikken,sxrˈɪkən,sxrɪ - kən
over,ˈoːvər,oː - vər
verkeerde,vərkˈɪːrdə,vər - kɪːr - də
blinde,blˈɪndə,blɪn - də
eendenjacht,ˈeːndəɲˌɑxt,eːn - dəɲ - ɑxt
typiste,tˈipɪstə,ti - pɪ - stə
werkte,ʋˈɛrktə,ʋɛrk - tə
handicap,hˈɛndikˌɛp,hɛn - di - kɛp
antwoord,ˈɑntʋɔːrt,ɑnt - ʋɔːrt
lieten,lˈitən,li - tən
resultaten,rˌeːzɵltˈaːtən,reː - zɵl - taː - tən
tendens,tˈɛndəns,tɛn - dəns
logen,lˈoːɣən,loː - ɣən
kleuter,klˈøːtər,kløː - tər
pruillip,prˈœylɪp,prœy - lɪp
doelwit,dˈulʋˌɪt,dul - ʋɪt
zien,zˈin,zin
flinke,flˈɪŋkə,flɪŋ - kə
tijger,tˈɛɪɣər,tɛ - ɪ - ɣər
bos,bˈɔs,bɔs
gekozen,ɣəkˈoːzən,ɣə - koː - zən
choreograaf,xˌoːrəɔɣrˈaːf,xoː - rə - ɔ - ɣraːf
danser,dˈɑnsər,dɑn - sər
arresteerde,ˌɑɾrɛstˈɪrdə,ɑɾ - rɛ - stɪr - də
uitschold,ˈœytsxˌɔlt,œyt - sxɔlt
hoorde,hˈɔːrdə,hɔːr - də
werd,ʋˈɛrt,ʋɛrt
immens,ɪmˈɛns,ɪ - mɛns
reden,rˈeːdən,reː - dən
afgevoerd,ˈɑfɣəvˌurt,ɑf - ɣə - vurt
uitgedeeld,ˈœytɣədˌeːlt,œyt - ɣə - deːlt
bestuur,bəstˈyr,bə - styr
opgemerkt,ˈɔpɣəmˌɛrkt,ɔp - ɣə - mɛrkt
leerling,lˈɪːrlɪŋ,lɪːr - lɪŋ
bonus,bˈoːnɵs,boː - nɵs
decaan,deːkˈaːn,deː - kaːn
verhoord,vərhˈɔːrt,vərh - ɔːrt
vermiste,vərmˈɪstə,vər - mɪ - stə
zwanger,zʋˈɑŋər,zʋɑŋ - ər
toestand,tˈustˌɑnt,tu - stɑnt
vermoord,vərmˈɔːrt,vər - mɔːrt
ziekenhuis,zˈikɛnhˌœys,zi - kɛnh - œys
kritieke,kritˈikə,kri - ti - kə
opgenomen,ˈɔpɣənˌoːmən,ɔp - ɣə - noː - mən
vreest,vrˈeːst,vreːst
vergeten,vərɣˈeːtən,vər - ɣeː - tən
dichter,dˈɪxtər,dɪx - tər
lezer,lˈeːzər,leː - zər
beschermheer,bəsxˈɛrmhɪːr,bə - sxɛrmh - ɪːr
delhi,dˈɛlhi,dɛlh - i
heilige,hˈɛɪləɣə,hɛ - ɪ - lə - ɣə
wanhopig,ʋɑnhˈoːpəx,ʋɑnh - oː - pəx
bouwde,bˈʌʊdə,bʌʊ - də
tempel,tˈɛmpəl,tɛm - pəl
gestorven,ɣəstˈɔrvən,ɣə - stɔr - vən
houten,hˈʌʊtən,hʌʊ - tən
bureau,byrˈoː,by - roː
elkaar,ˈɛlkaːr,ɛl - kaːr
ineen,inˈeːn,i - neːn
magere,mˈaːɣərə,maː - ɣə - rə
gezet,ɣəzˈɛt,ɣə - zɛt
dronkelap,drˈɔŋkəlˌɑp,drɔŋ - kə - lɑp
uitsmijter,ˈœytsmˌɛɪtər,œyt - smɛ - ɪ - tər
knullig,knˈɵləx,knɵ - ləx
iets,ˈits,its
ontloopt,ɔntlˈoːpt,ɔnt - loːpt
brievenbus,brˈivənbˌɵs,bri - vən - bɵs
verbergen,vərbˈɛrɣən,vər - bɛr - ɣən
zie,zˈi,zi
geschreven,ɣəsxrˈeːvən,ɣəsx - reː - vən
zelden,zˈɛldən,zɛl - dən
ster,stˈɛr,stɛr
privacy,prˈivaːsˌi,pri - vaː - si
voldoende,vˈɔldundə,vɔl - dun - də
gebeld,ɣəbˈɛlt,ɣə - bɛlt
wordt,ʋˈɔrt,ʋɔrt
vaak,vˈaːk,vaːk
acht,ˈɑxt,ɑxt
omstanders,ˈɔmstɑndərs,ɔm - stɑn - dərs
kritisch,krˈitis,kri - tis
belachelijk,bəlˈɑʃlək,bə - lɑ - ʃlək
technoloog,tˈɛxnoːlˌoːx,tɛx - noː - loːx
vlotte,vlˈɔtə,vlɔ - tə
kan,kˈɑn,kɑn
maken,mˈaːkən,maː - kən
babbel,bˈɑbəl,bɑ - bəl
wel,ʋˈɛl,ʋɛl
sollicitaties,sˌɔlisitˈaːtsis,sɔ - li - si - taːt - sis
portretten,pɔrtrˈɛtən,pɔr - trɛ - tən
vincent,vɪnsˈɛnt,vɪn - sɛnt
helpt,hˈɛlpt,hɛlpt
kon,kˈɔn,kɔn
geschilderd,ɣəsxˈɪldərt,ɣə - sxɪl - dərt
helaas,heːlˈaːs,heː - laːs
verdienen,vərdˈinən,vər - di - nən
niks,nˈɪks,nɪks
huilende,hˈœyləndə,hœy - lən - də
moeten,mˈutən,mu - tən
artiesten,ˈɑrtistən,ɑr - ti - stən
route,rˈutə,ru - tə
langs,lˈɑŋs,lɑŋs
babies,baːbˈis,baː - bis
utrechtse,ˈɵtrɛxtsə,ɵ - trɛxt - sə
plassen,plˈɑsən,plɑ - sən
verwacht,vərʋˈɑxt,vər - ʋɑxt
voorspelde,vˈɔːrspɛldə,vɔːr - spɛl - də
heks,hˈɛks,hɛks
toekomst,tˈukˌɔmst,tu - kɔmst
hard,hˈɑrt,hɑrt
langer,lˈɑŋər,lɑŋ - ər
chauffeur,ʃoːfˈøːr,ʃoː - føːr
verstopte,vərstˈɔptə,vər - stɔp - tə
buskruit,bˈɵskrœyt,bɵ - skrœyt
ontdekt,ɔntdˈɛkt,ɔnt - dɛkt
onervaren,ɔnɛrvˈaːrən,ɔ - nɛr - vaː - rən
musicus,mˈyzikˌɵs,my - zi - kɵs
dure,dˈyrə,dy - rə
zwarte,zʋˈɑrtə,zʋɑr - tə
gestemd,ɣəstˈɛmt,ɣə - stɛmt
piano,piˈaːnoː,pi - aː - noː
dorpjes,dˈɔrpjəs,dɔrp - jəs
zenuwachtig,zˈeːnyʊˌɑxtəx,zeː - nyʊ - ɑx - təx
ervan,ɛrvˈɑn,ɛr - vɑn
bezoeken,bəzˈukən,bə - zu - kən
knusse,knˈɵsə,knɵ - sə
tandem,tˈɑndəm,tɑn - dəm
enthousiast,ˌɛntuʒˈɑst,ɛn - tu - ʒɑst
kwamen,kʋˈaːmən,kʋaː - mən
verzekerd,vərzˈeːkərt,vər - zeː - kərt
hollandse,hˈɔlɑndsə,hɔ - lɑnd - sə
we,ʋˈə,ʋə
bezoekt,bəzˈukt,bə - zukt
prachtig,prˈɑxtəx,prɑx - təx
zoete,zˈutə,zu - tə
bossen,bˈɔsən,bɔ - sən
graag,ɣrˈaːx,ɣraːx
zwitserse,zʋˈɪtsɛrsə,zʋɪt - sɛr - sə
pannekoek,pˌɑnəkˈuk,pɑ - nə - kuk
gegeten,ɣəɣˈeːtən,ɣə - ɣeː - tən
modieuze,mˌoːdijˈøːzə,moː - di - jøː - zə
buikpijn,bœykpˈɛɪn,bœyk - pɛ - ɪn
tassen,tˈɑsən,tɑ - sən
sarah,sˈaːrɑh,saː - rɑh
bracht,brˈɑxt,brɑxt
markt,mˈɑrkt,mɑrkt
winkels,ʋˈɪŋkəls,ʋɪŋ - kəls
wollen,ʋˈɔlən,ʋɔ - lən
succes,sɵksˈɛs,sɵk - sɛs
onmisbaar,ɔnmɪzbˈaːr,ɔn - mɪz - baːr
ideale,ˌideːjˈaːlə,i - deː - jaː - lə
breekijzer,brˈeːkɛɪzər,breː - kɛ - ɪ - zər
minder,mˈɪndər,mɪn - dər
waard,ʋˈaːrt,ʋaːrt
twintig,tʋˈɪntəx,tʋɪn - təx
dollar,dˈɔlɑr,dɔ - lɑr
krijg,krˈɛɪx,krɛ - ɪx
voorheen,vˈɔːrhˌeːn,vɔːrh - eːn
uitstekend,ˈœytstˌeːkənt,œyt - steː - kənt
maar,mˈaːr,maːr
parkiet,pɑrkˈit,pɑr - kit
talentvolle,tˈaːləntvˌɔlə,taː - lənt - vɔ - lə
pleidooi,plˈɛɪdoːj,plɛ - ɪ - doːj
madam,mˈaːdɑm,maː - dɑm
gehouden,ɣəhˈʌʊdən,ɣəh - ʌʊ - dən
inspireert,ˈɪnspirˌɪrt,ɪn - spi - rɪrt
kooi,kˈoːj,koːj
verder,vˈɛrdər,vɛr - dər
bliksem,blˈɪksəm,blɪk - səm
brand,brˈɑnt,brɑnt
kilometer,kˈiloːmˌeːtər,ki - loː - meː - tər
hevige,hˈeːvəɣə,heː - və - ɣə
insloeg,ˈɪnslˌux,ɪn - slux
beet,bˈeːt,beːt
zomaar,zˈɔmaːr,zɔ - maːr
taart,tˈaːrt,taːrt
zorgde,zˈɔrɣdə,zɔrɣ - də
lekkere,lˈɛkərə,lɛ - kə - rə
corrupte,kˈɔɾrɵptə,kɔɾ - rɵp - tə
bankier,bɑŋkˈir,bɑŋ - kir
deed,dˈeːt,deːt
zaken,zˈaːkən,zaː - kən
goede,ɣˈudə,ɣu - də
kinderen,kˈɪndərən,kɪn - də - rən
geweten,ɣəʋˈeːtən,ɣə - ʋeː - tən
vastzittende,vˈɑstzɪtəndə,vɑst - zɪ - tən - də
passanten,pɑsˈɑntən,pɑ - sɑn - tən
kost,kˈɔst,kɔst
lijkt,lˈɛɪkt,lɛ - ɪkt
project,prˈoːjɛkt,proː - jɛkt
vallen,vˈɑlən,vɑ - lən
kapotte,kaːpˈɔtə,kaː - pɔ - tə
gebakken,ɣəbˈɑkən,ɣə - bɑ - kən
dooier,dˈoːjər,doː - jər
collega's,kɔlˈeːɣaːs,kɔ - leː - ɣaːs
ei,ˈɛɪ,ɛ - ɪ
techneut,tˈɛxnøːt,tɛx - nøːt
heerlijk,hˈɪːrlək,hɪːr - lək
troosten,trˈoːstən,troː - stən
varken,vˈɑrkən,vɑr - kən
huilt,hˈœylt,hœylt
darmen,dˈɑrmən,dɑr - mən
afkomen,ˈɑfkˌoːmən,ɑf - koː - mən
botte,bˈɔtə,bɔ - tə
gevuld,ɣəvˈɵlt,ɣə - vɵlt
bioloog,bˈioːlˌoːx,bi - oː - loːx
kwaad,kʋˈaːt,kʋaːt
struikelde,strˈœykəldə,strœy - kəl - də
behangrol,bəhˈɑŋrɔl,bəh - ɑŋ - rɔl
onhandige,ɔnhˈɑndəɣə,ɔnh - ɑn - də - ɣə
behanger,bəhˈɑŋər,bəh - ɑŋ - ər
bukte,bˈɵktə,bɵk - tə
haat,hˈaːt,haːt
adviseur,ˌɑdvizˈøːr,ɑd - vi - zøːr
onze,ɔnzˈə,ɔn - zə
overtuigde,ˌoːvərtˈœyɣdə,oː - vər - tœyɣ - də
blaren,blˈaːrən,blaː - rən
worden,ʋˈɔrdən,ʋɔr - dən
dirigent,dˌiriɣˈɛnt,di - ri - ɣɛnt
moet,mˈut,mut
luisteren,lˈœystərən,lœy - stə - rən
nu,nˈy,ny
zitten,zˈɪtən,zɪ - tən
band,bˈɑnt,bɑnt
snelle,snˈɛlə,snɛ - lə
zocht,zˈɔxt,zɔxt
drummer,drˈɵmər,drɵ - mər
plaatste,plˈaːtstə,plaːt - stə
stevige,stˈeːvəɣə,steː - və - ɣə
joris,jˈoːrɪs,joː - rɪs
penseel,pɛnsˈeːl,pɛn - seːl
korte,kˈɔrtə,kɔr - tə
advertentie,ˌɑdvərtˈɛntsi,ɑd - vər - tɛnt - si
fruitige,frˈœytəɣə,frœy - tə - ɣə
voorkeur,vˈɔːrkˌøːr,vɔːr - køːr
dranken,drˈɑŋkən,drɑŋ - kən
vreemd,vrˈeːmt,vreːmt
soms,sˈɔms,sɔms
geschonken,ɣəsxˈɔŋkən,ɣə - sxɔŋ - kən
smaakten,smˈaːktən,smaːk - tən
tenen,tˈeːnən,teː - nən
ze,zˈə,zə
kromme,krˈɔmə,krɔ - mə
recht,rˈɛxt,rɛxt
opbiechtte,ˈɔpbixtə,ɔp - bix - tə
piloot,pilˈoːt,pi - loːt
milde,mˈɪldə,mɪl - də
zonden,zˈɔndən,zɔn - dən
opa,ˈoːpaː,oː - paː
vroeger,vrˈuɣər,vru - ɣər
huilde,hˈœyldə,hœyl - də
at,ˈɑt,ɑt
toast,tˈoːɑst,toː - ɑst
bakker,bˈɑkər,bɑ - kər
muffe,mˈɵfə,mɵ - fə
of,ˈɔf,ɔf
brandweerman,brˈɑndʋɪːrmˌɑn,brɑnd - ʋɪːr - mɑn
smaakte,smˈaːktə,smaːk - tə
nerveus,nˈɛrvøːs,nɛr - vøːs
ogende,ˈoːɣəndə,oː - ɣən - də
hem,hˈɛm,hɛm
frank,frˈɑŋk,frɑŋk
pas,pˈɑs,pɑs
patholoog,pˈɑtoːlˌoːx,pɑ - toː - loːx
onderzocht,ˈɔndərzˌɔxt,ɔn - dər - zɔxt
tennisser,tˈɛnɪsər,tɛ - nɪ - sər
overleden,ˌoːvərlˈeːdən,oː - vər - leː - dən
begrafenis,bəɣrˈaːfənˌɪs,bə - ɣraː - fə - nɪs
redde,rˈɛdə,rɛ - də
kamp,kˈɑmp,kɑmp
kende,kˈɛndə,kɛn - də
enkele,ˈɛŋkələ,ɛŋ - kə - lə
begeleider,bəɣəlˈɛɪdər,bə - ɣə - lɛ - ɪ - dər
droge,drˈoːɣə,droː - ɣə
