ROI01_188Vx___58__10__8_,ROI02_423Vx___18__94__8_,ROI03_66Vx__24__96__2_,ROI04_97Vx___46_32__2_,ROI05_195Vx___50__38_2_,mean
-0.192859670266192,0.247720447442608,0.0216647296417222,-0.214458518500737,-0.343153077822465,1
-0.0271625910226771,0.137682047957794,-0.0353797882950554,-0.270503741937684,0.0873738967141925,1
0.270060231244102,0.0534941852009545,0.212853821239674,0.0692360577963835,0.0184895112800848,1
0.129254796945966,0.0192598660698603,0.154117397413674,0.156895236477025,0.277757400818742,1
0.24134144334722,0.194464034873147,0.0512616685732748,0.346429690296195,0.797787753435282,1
0.255837546968634,0.73480821800711,0.596683892562534,0.27422322985745,0.135433281320804,1
0.0908095111505084,0.207233060764308,0.257146222291119,0.306476297125835,0.212080126814544,1
0.303989005245348,0.587828332298473,0.59160121598027,0.852608712370863,0.621989231996047,1
0.271904661777142,0.29004916592598,0.129621602788878,0.612426946765369,0.633166326123935,1
0.313464327732676,0.660540524310923,0.574974761316271,0.30291112177326,0.454984779006396,1
0.375577288144763,0.13982122788334,-0.215243068396706,0.471724656285699,0.782652852397699,1
0.091906377228294,0.0960235745589228,0.516697429258122,0.187180421996823,0.17871492532058,1
0.42778836004436,0.296655633099857,0.239888201157252,0.363370641979591,0.302156497690922,1
-0.0654355124960544,0.16643750411866,0.245495143092491,0.199406631509341,0.0050066342875839,1
-0.519709394650256,-0.512414993229487,-0.664498872829206,-0.543474792896472,-0.704827106304658,1
0.924161092398014,0.782632967505613,0.648161694407463,0.935840658613087,1.40979868937761,1
0.131805649545524,0.112915482623728,-0.166016608360223,-0.149110320297828,0.00151751889751699,1
0.18437789323767,0.580181817583581,0.301162673216878,0.360044435895595,0.177675139843128,1
0.467528397732593,0.377384452743733,0.354855888382052,0.14910691397576,0.0848131736415104,1
0.450991493035504,0.54548566294812,0.201857096035824,0.402723417223729,0.209870361665694,1
0.150193875841301,0.708396146916641,0.581745445276752,0.433378096333868,0.245461648282332,1
0.300862704027206,0.368301267582917,0.135886823349265,0.328876500661226,0.176355025549539,1
0.387436556084914,0.235600805923675,0.212189194153656,0.619435730783902,0.626458417968108,1
0.164430147572544,0.218510739579255,0.111746207959103,0.272440753536318,0.0525439879337612,1
0.528974106891992,0.132004306472213,-0.118491008909504,0.312147696560114,0.198174463913967,1
0.0575295588083812,0.43334583300397,0.320178003473715,0.215883847561271,0.129162037433483,1
0.638901819732595,0.620865069726046,0.182821687472769,0.496107272515745,0.526467068846791,1
0.518641816333253,0.456362477278042,0.421506192609244,0.425692425099845,0.531802156338325,1
0.727373841595142,0.587408805428949,0.600029268725352,0.907423635119015,0.89354834648279,1
-0.143803139409159,0.297087875097491,0.107957943362029,-0.292543069521906,-0.264910908119801,1
0.336929859316095,0.487335643253287,0.232483424091091,0.215125307143119,0.262904674015366,1
0.353706268791823,0.132137659623744,0.164662257479821,0.200833046832842,0.257988425668998,1
0.364253234395638,0.43350090470438,0.476221287792379,0.593416793598342,0.418473226099442,1
0.64498375657391,0.339025538695435,0.382667671832623,0.358493502400623,0.221381253118698,1
0.342791847379363,0.657701516638446,-0.276383918286725,0.410997347978241,0.391643190510923,1
0.315483130811852,0.42940727910181,0.423970795942075,0.22115086139535,0.527691189199686,1
0.812916803550213,0.660818686792473,0.481491638629725,0.524205022405103,0.507237944236169,1
0.103995125767703,0.140189800266184,0.0887545778585428,0.182342911225392,0.0637798600308321,1
0.365071147603498,0.230051846228167,0.129733336309789,0.668356340570548,0.349376385104962,1
-0.0595351571509456,0.0247946995212509,0.212622896302491,0.299579089488258,0.0387724330227894,1
0.608149074255786,0.783381139590949,0.82918071566206,0.509407954732167,0.605419224959153,1
0.16477928992715,0.761326160422806,0.757558505191947,0.430499867027261,0.406094970668738,1
-0.294019442969349,0.247297652630217,0.408332468885364,-0.0473832531457709,0.160243842203934,1
0.144310459341331,0.213938158262151,0.105706707560316,0.355200387499074,0.0481648042746551,1
0.859640495732744,0.555564915741536,0.515737301020911,0.646587487348576,0.700647715574656,1
0.347801186223613,0.381050349272629,0.244984044497621,0.355606640737081,0.22545912552913,1
0.368144926862752,0.0477406781207524,0.117936633075729,-0.0538591435851203,0.16608499244142,1
0.340535748987756,0.324941537767895,0.151987431570888,0.363423781450262,0.382061739074878,1
0.00695953528895885,0.172777624696289,0.231708312266026,-0.407761281135386,-0.146193372323297,1
0.468599877141892,0.194483286107232,0.594649195896857,0.49438706485881,0.335132103919601,1
0.0892934980596441,0.187329470045396,0.175755951211393,0.0806144837913531,0.18744577990415,1
-0.120083623573164,0.251454436641856,0.115708030861711,0.151726182876635,-0.000894458896408861,1
-0.143663411633671,-0.101248512082872,0.151368156150001,0.212028427199537,-0.0698383283571531,1
0.422165502743929,0.242363167200105,0.266786279213248,0.142776702750311,0.221500070074287,1
0.539763239707719,0.451651124103131,0.419073062864217,1.03769862713273,0.503280934433524,1
0.138990568796524,0.101989160413495,-0.230543165439458,0.0474953150392842,0.0014094824419142,1
0.113921449327113,0.655652695443331,0.487486322720846,0.522172075264233,0.160728733432599,1
0.0193363966152592,0.274668994774488,0.0440765534965039,0.146151995047514,0.382756802048057,1
0.271374885799386,0.938874676083842,0.834224301757234,0.311158066327424,0.560694730167206,1
0.476497125990213,0.79082249351568,0.52570215093367,0.623878510342431,0.365394981702169,1
0.639688806410166,0.369984024171288,0.320447917593728,0.567933284499942,0.793573141862185,1
0.391457350349965,0.359220117076667,0.26990428959217,0.518249064683914,0.492159201013736,1
0.426185599138138,0.87367483979833,1.04898303972952,0.996996619344987,0.604024212501752,1
0.477716253713724,-0.0257794156912208,-0.167479377970184,0.270347243424543,0.421421385346315,1
0.0595823804361181,0.119454617804851,0.544406907915166,0.220397145328947,0.0996491495675097,1
0.308880338212475,0.401138157110406,0.239356954328038,0.579768398219777,0.381080302481468,1
0.621199082979496,0.53877771826985,0.706162557908983,0.72832542534956,0.458639241640384,1
0.192609029170621,0.44885820879361,0.309637914778608,-0.105157504363475,0.171368640439155,1
0.15845430002206,-0.29675229386107,-0.29067463538553,0.134736567777678,0.00593888407859665,1
0.581709311522068,0.335562682346756,-0.131480023481841,0.5144983138313,0.290227277959004,1
0.0685691482685023,0.357457159273106,0.487698060206392,0.10458116325626,0.204395807140435,1
0.5927778591818,0.451913219535323,0.183766383847314,1.18911390452041,0.50833076171768,1
0.362514306929834,0.507857500021891,0.53031620180065,0.826920241501528,0.553892302436706,1
-0.182706954581861,-0.174209270229173,-0.469423675175869,-0.254822544755952,-0.30047561558656,1
-0.0269694929955493,-0.0576725737761429,-0.18106597810137,0.103601253631083,0.246101233950601,1
0.374134056626799,0.353015678146541,0.565316350058173,0.311546610746312,0.303859480953692,1
-0.0535606820912824,0.123016485905448,-0.0284416465660384,-0.0955760599709279,-0.0860174711950374,1
0.406607639718246,0.545932517160197,0.564614151914914,0.194557913435028,0.428133491331186,1
0.517840095339937,0.38325752567359,0.54282761748993,0.14994810440712,0.355791389707398,1
0.600213013272336,0.335283675958154,0.332030336965214,1.03106641339273,0.794422675707401,1
-0.0189618085042891,0.209205449758668,0.152668096964727,0.0631400422557958,0.172937031816214,1
0.329676335930151,0.375145136011846,0.24463999497168,0.231004982345411,0.0788866007031921,1
0.439174923173925,0.866484942782151,0.90748031482552,0.801769451689474,0.542533174749368,1
0.0213732840344706,0.291242182121037,0.0698786393605229,0.398580805811378,0.2899697833002,1
0.490780304312369,0.439045478512773,0.853484504037734,0.346072242852389,0.1790815691792,1
0.959641071710181,0.686732561615941,0.593239829395757,0.937051053053325,0.994886718346522,1
-0.0515921507363562,0.13509619306282,0.293816435517687,-0.0885369069466233,0.278501720478137,1
-0.222882717912224,0.0857912207886617,0.289548649492314,-0.564994413520872,-0.1284962167044,1
-0.122048271554222,-0.128886242449833,-0.0969623825230607,-0.286206329759863,-0.365305674018768,1
0.171481735396559,0.640076839367267,0.654298747127706,0.202384497216643,0.331959055937253,1
0.244461632466211,0.216995761356587,0.123817828836653,-0.0309051403982238,-0.174991778739824,1
0.196771364706752,0.369867861676019,0.431997599023761,0.347982187169729,0.45910891311673,1
0.244135946218987,0.531877961811163,0.774242702758673,0.535243066930279,0.523554133862938,1
0.66659978713761,0.390077497984611,0.434810653780446,0.493686192582563,0.399160550190852,1
0.52522020699813,0.596734409155566,0.718390594151887,0.305202574440345,0.631777920707678,1
0.584716106507372,1.26273905920926,1.20551144805821,0.759641761017829,0.541474314225026,1
0.165315792420285,0.00892199519496019,-0.0463885762252506,0.297508184212385,0.305670261526337,1
0.712046783655248,0.504858053075788,0.430654928539739,0.377666961286486,0.435263364437299,1
0.0735133787501911,0.446160554159989,0.418820950202644,0.257504989402657,-0.309922029249943,1
